Position,First Name,Last Name,Age,Worth,Gender_cat,Source,Country,Image
1647,Jacky,Xu,46,1.5 BUSD,Male,Fashion & Retail  ==> apparel,St. Kitts and Nevis,https://specials-images.forbesimg.com/imageserve/56cc68ace4b062f6b59a5100/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=6&cropY2=747
1648,Zhang,Zhang,63,1.5 BUSD,Male,"Diversified  ==> oil, banking",China,https://specials-images.forbesimg.com/imageserve/56cc68ace4b062f6b59a5100/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=6&cropY2=747
1649,Zhang,Zhang,45,1.5 BUSD,Male,Fashion & Retail  ==> e-commerce,China,https://specials-images.forbesimg.com/imageserve/5a875da14bbe6f2652f5cc16/416x416.jpg?background=000000&cropX1=790&cropX2=3782&cropY1=244&cropY2=3234
1650,Anu,Aga,75,1.4 BUSD,Not Available,Construction & Engineering  ==> engineering,India,https://specials-images.forbesimg.com/imageserve/5a7f0b2fa7ea43169013281b/416x416.jpg?background=000000&cropX1=3&cropX2=174&cropY1=2&cropY2=173
1651,Farkhad,Akhmedov,62,1.4 BUSD,Male,Energy  ==> investments,Russia,https://specials-images.forbesimg.com/imageserve/9a9b8300699e0c4670bb8ac89830b351/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=0&cropY2=741
1652,Alberto,Alcocer,75,1.4 BUSD,Male,Finance and Investments  ==> investments,Spain,https://specials-images.forbesimg.com/imageserve/a52ce63776cba920958cb0d7d7ba291e/416x416.jpg?background=000000&cropX1=0&cropX2=1002&cropY1=28&cropY2=1031
1653,Bassam,Alghanim,66,1.4 BUSD,Male,Diversified  ==> diversified,Kuwait,https://specials-images.forbesimg.com/imageserve/71d32e49d176d12876ada8942eec1019/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=60&cropY2=801
1654,Kutayba,Alghanim,72,1.4 BUSD,Not Available,Diversified  ==> diversified,Kuwait,https://specials-images.forbesimg.com/imageserve/58d3cbeb4bbe6f0e5589280b/416x416.jpg?background=000000&cropX1=0&cropX2=1497&cropY1=57&cropY2=1554
1655,Alexandra,Andresen,20,1.4 BUSD,Female,Diversified  ==> investments,Norway,https://specials-images.forbesimg.com/imageserve/58a383764bbe6f0e5586cfc6/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=5&cropY2=749
1656,Katharina,Andresen,22,1.4 BUSD,Female,Diversified  ==> investments,Norway,https://specials-images.forbesimg.com/imageserve/58a3900f31358e1a35ab63fe/416x416.jpg?background=000000&cropX1=103&cropX2=744&cropY1=93&cropY2=734
1657,Vasily,Anisimov,66,1.4 BUSD,Not Available,Metals & Mining  ==> real estate,Russia,https://specials-images.forbesimg.com/imageserve/5a80c73f4bbe6f2652f540f5/416x416.jpg?background=000000&cropX1=865&cropX2=2746&cropY1=17&cropY2=1897
1658,Mori,Arkin,65,1.4 BUSD,Male,Healthcare  ==> pharmaceuticals,Israel,https://specials-images.forbesimg.com/imageserve/8608c40a98b3c1609e133a50d8f0e02b/416x416.jpg?background=000000&cropX1=63&cropX2=640&cropY1=48&cropY2=625
1659,Nigel,Austin,47,1.4 BUSD,Male,Fashion & Retail  ==> retailing,Australia,https://specials-images.forbesimg.com/imageserve/591c5aec4bbe6f1b730a5377/416x416.jpg?background=000000&cropX1=414&cropX2=866&cropY1=103&cropY2=555
1660,Krishna,Bangur,57,1.4 BUSD,Male,Manufacturing  ==> graphite electrodes,India,https://specials-images.forbesimg.com/imageserve/5a7f29ed4bbe6f2652f52f2f/416x416.jpg?background=000000&cropX1=10&cropX2=358&cropY1=90&cropY2=439
1661,Herb,Chambers,76,1.4 BUSD,Male,Automotive  ==> car dealerships,United States,https://specials-images.forbesimg.com/imageserve/5601a83fe4b0ffa7afe4f33d/416x416.jpg?background=000000&cropX1=163&cropX2=596&cropY1=124&cropY2=557
1662,R.g.,Chandramogan,69,1.4 BUSD,Male,Food and Beverage  ==> dairy,India,https://specials-images.forbesimg.com/imageserve/5a8f033d4bbe6f0fa82645d1/416x416.jpg?background=000000&cropX1=178&cropX2=3434&cropY1=600&cropY2=3859
1663,Chang,Chang,67,1.4 BUSD,Not Available,Service  ==> educational services,South Korea,https://specials-images.forbesimg.com/imageserve/5b15affa31358e612fbb1f7b/416x416.jpg?background=000000&cropX1=29&cropX2=520&cropY1=47&cropY2=538
1664,Chao,Chao,74,1.4 BUSD,Male,Real Estate  ==> real estate,Taiwan,https://specials-images.forbesimg.com/imageserve/58a094774bbe6f0e55869a51/416x416.jpg?background=000000&cropX1=98&cropX2=744&cropY1=0&cropY2=646
1665,Chen,Chen,42,1.4 BUSD,Female,Logistics  ==> package delivery,China,https://specials-images.forbesimg.com/imageserve/58a094774bbe6f0e55869a51/416x416.jpg?background=000000&cropX1=98&cropX2=744&cropY1=0&cropY2=646
1666,Chen,Chen,45,1.4 BUSD,Male,Technology  ==> online games,China,https://specials-images.forbesimg.com/imageserve/58a094774bbe6f0e55869a51/416x416.jpg?background=000000&cropX1=98&cropX2=744&cropY1=0&cropY2=646
1667,Henry,Cheng,71,1.4 BUSD,Not Available,Diversified  ==> property,Hong Kong,https://specials-images.forbesimg.com/imageserve/5a7e6af931358e4955ad1467/416x416.jpg?background=000000&cropX1=172&cropX2=639&cropY1=1&cropY2=469
1668,Chey,Chey,53,1.4 BUSD,Female,"Technology  ==> computer services, telecom",South Korea,https://specials-images.forbesimg.com/imageserve/553a472de4b0bacdbd7494b1/416x416.jpg?background=000000&cropX1=5&cropX2=744&cropY1=5&cropY2=745
1669,Chi,Chi,47,1.4 BUSD,Male,Technology  ==> software,China,https://specials-images.forbesimg.com/imageserve/5a7c866da7ea4316901301c5/416x416.jpg?background=000000&cropX1=2189&cropX2=5760&cropY1=247&cropY2=3816
1670,Chua,Chua,69,1.4 BUSD,Male,Real Estate  ==> real estate,Singapore,https://specials-images.forbesimg.com/imageserve/596e7c9aa7ea433081d24d7e/416x416.jpg?background=000000&cropX1=6&cropX2=1206&cropY1=60&cropY2=1260
1671,Chung,Chung,49,1.4 BUSD,Male,Fashion & Retail  ==> retail,South Korea,https://specials-images.forbesimg.com/imageserve/5b15b0e04bbe6f74868b91e2/416x416.jpg?background=000000&cropX1=3&cropX2=1094&cropY1=6&cropY2=1097
1672,Ciputra,Ciputra,86,1.4 BUSD,Male,Real Estate  ==> real estate,Indonesia,https://specials-images.forbesimg.com/imageserve/5a7f6c48a7ea431690132cbe/416x416.jpg?background=000000&cropX1=274&cropX2=2432&cropY1=141&cropY2=2297
1673,Alberto,Cortina,72,1.4 BUSD,Male,Finance and Investments  ==> investments,Spain,https://specials-images.forbesimg.com/imageserve/58dac21b31358e58f079d300/416x416.jpg?background=000000&cropX1=0&cropX2=437&cropY1=79&cropY2=516
1674,Robert,Coyiuto,65,1.4 BUSD,Not Available,Energy  ==> power,Philippines,https://specials-images.forbesimg.com/imageserve/55d64adae4b0ffa7afe405d7/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=47&cropY2=791
1675,Maria,Del pino y calvo-sotelo,62,1.4 BUSD,Not Available,Construction & Engineering  ==> construction,Spain,https://specials-images.forbesimg.com/imageserve/e16f32e7a5efbd4ac1b94e727f0b236f/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=0&cropY2=743
1676,K.,Dinesh,64,1.4 BUSD,Male,Technology  ==> software services,India,https://specials-images.forbesimg.com/imageserve/5a7f26fc4bbe6f2652f52ea1/416x416.jpg?background=000000&cropX1=658&cropX2=3247&cropY1=0&cropY2=2586
1677,Du,Du,54,1.4 BUSD,Male,Healthcare  ==> vaccines,China,https://specials-images.forbesimg.com/imageserve/5a7f26fc4bbe6f2652f52ea1/416x416.jpg?background=000000&cropX1=658&cropX2=3247&cropY1=0&cropY2=2586
1678,John,Edson,86,1.4 BUSD,Not Available,Manufacturing  ==> leisure craft,United States,https://specials-images.forbesimg.com/imageserve/5a90876c31358e79a28a1e2d/416x416.jpg?background=000000&cropX1=509&cropX2=1828&cropY1=155&cropY2=1474
1679,David,Einhorn,49,1.4 BUSD,Male,Finance and Investments  ==> hedge funds,United States,https://specials-images.forbesimg.com/imageserve/5a907d4a4bbe6f0fa82666a5/416x416.jpg?background=000000&cropX1=817&cropX2=2143&cropY1=29&cropY2=1354
1680,Bob,Ell,73,1.4 BUSD,Male,Construction & Engineering  ==> real estate,Australia,https://specials-images.forbesimg.com/imageserve/6ba47ffb154fe985d9e2b4c505adf7a7/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=292&cropY2=1036
1681,Gary,Fegel,44,1.4 BUSD,Male,"Metals & Mining  ==> commodities, investments",Switzerland,https://specials-images.forbesimg.com/imageserve/55006594e4b095aa68c82ad0/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=11&cropY2=755
1682,Victor,Fung,72,1.4 BUSD,Male,Logistics  ==> trading company,United States,https://specials-images.forbesimg.com/imageserve/55fb1c87e4b0ffa7afe4b5ef/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=282&cropY2=1026
1683,William,Fung,69,1.4 BUSD,Male,Fashion & Retail  ==> sourcing,Hong Kong,https://specials-images.forbesimg.com/imageserve/589f7049a7ea431f32194c0a/416x416.jpg?background=000000&cropX1=108&cropX2=630&cropY1=309&cropY2=831
1684,Alan,Gerry,89,1.4 BUSD,Male,Media & Entertainment  ==> cable television,United States,https://specials-images.forbesimg.com/imageserve/e520ca6f0acfc9c577cccce57d14dddf/416x416.jpg?background=000000&cropX1=0&cropX2=2336&cropY1=275&cropY2=2613
1685,Balkrishan,Goenka,51,1.4 BUSD,Not Available,Manufacturing  ==> textiles,India,https://specials-images.forbesimg.com/imageserve/55f8ca6be4b0ffa7afe49fbf/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=2&cropY2=745
1686,Polys,Haji-ioannou,58,1.4 BUSD,Male,Service  ==> EasyJet,Cyprus,https://specials-images.forbesimg.com/imageserve/55f8ca6be4b0ffa7afe49fbf/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=2&cropY2=745
1687,Mehmet,Hattat,72,1.4 BUSD,Male,Diversified  ==> diversified,Turkey,https://specials-images.forbesimg.com/imageserve/6a5d969225b243a7b1ff472d30df6cff/416x416.jpg?background=000000&cropX1=69&cropX2=660&cropY1=169&cropY2=760
1688,J.,Hill,70,1.4 BUSD,Male,Finance and Investments  ==> investments,United States,https://specials-images.forbesimg.com/imageserve/5a908f074bbe6f0fa82668a3/416x416.jpg?background=000000&cropX1=1033&cropX2=1968&cropY1=144&cropY2=1080
1689,Eduardo,Hochschild,54,1.4 BUSD,Male,Metals & Mining  ==> mining,Peru,https://specials-images.forbesimg.com/imageserve/58a249324bbe6f0e5586b966/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=32&cropY2=776
1690,Hoi,Hoi,65,1.4 BUSD,Male,Real Estate  ==> real estate,Macau,https://specials-images.forbesimg.com/imageserve/58a249324bbe6f0e5586b966/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=32&cropY2=776
1691,Hur,Hur,69,1.4 BUSD,Male,"Food and Beverage  ==> bakeries, fast food",South Korea,https://specials-images.forbesimg.com/imageserve/58f8e36231358e58f07a994b/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=90&cropY2=833
1692,George,Joseph,96,1.4 BUSD,Male,Finance and Investments  ==> insurance,United States,https://specials-images.forbesimg.com/imageserve/f8b168c4a7bfccd92602385364f691b7/416x416.jpg?background=000000&cropX1=106&cropX2=641&cropY1=68&cropY2=603
1693,Ronald,Joyce,87,1.4 BUSD,Male,Food and Beverage  ==> coffee chain,Canada,https://specials-images.forbesimg.com/imageserve/0db819f7289a271d3db827cc74b82440/416x416.jpg?background=000000&cropX1=56&cropX2=539&cropY1=155&cropY2=638
1694,T.s.,Kalyanaraman,71,1.4 BUSD,Not Available,Fashion & Retail  ==> jewelry,India,https://specials-images.forbesimg.com/imageserve/eddd809b5b22eb4f427650c5fdfe7542/416x416.jpg?background=000000&cropX1=32&cropX2=705&cropY1=122&cropY2=796
1695,Nimesh,Kampani,71,1.4 BUSD,Male,Finance and Investments  ==> investment banking,India,https://specials-images.forbesimg.com/imageserve/5a7f3d1c31358e4955ad1a6b/416x416.jpg?background=000000&cropX1=990&cropX2=2364&cropY1=46&cropY2=1420
1696,Eugene,Kaspersky,52,1.4 BUSD,Not Available,Technology  ==> software,Russia,https://specials-images.forbesimg.com/imageserve/5a80a3e131358e4955ad2ac7/416x416.jpg?background=000000&cropX1=521&cropX2=3119&cropY1=1171&cropY2=3771
1697,Viktor,Kharitonin,45,1.4 BUSD,Male,Healthcare  ==> pharmaceuticals,Russia,https://specials-images.forbesimg.com/imageserve/5a80c7da31358e4955ad2c92/416x416.jpg?background=000000&cropX1=407&cropX2=1611&cropY1=274&cropY2=1479
1698,Pyotr,Kondrashev,68,1.4 BUSD,Male,Manufacturing  ==> investments,Russia,https://specials-images.forbesimg.com/imageserve/58a26ad4a7ea431f3219745b/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=48&cropY2=792
1699,Yuri,Kovalchuk,66,1.4 BUSD,Male,"Finance and Investments  ==> banking, insurance, media",Russia,https://specials-images.forbesimg.com/imageserve/c4c9576de7cabcb986363f5b2963c9e5/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=27&cropY2=771
1700,Kagemasa,Kozuki,77,1.4 BUSD,Male,Technology  ==> video games,Japan,https://specials-images.forbesimg.com/imageserve/551ad3a9e4b0ffa93fd2676a/416x416.jpg?background=000000&cropX1=29&cropX2=738&cropY1=31&cropY2=740
1701,Michael,Krasny,64,1.4 BUSD,Male,Technology  ==> retail,USA,https://specials-images.forbesimg.com/imageserve/066ddf8d15e970b7c5b17d2962ac0b16/416x416.jpg?background=000000&cropX1=0&cropX2=788&cropY1=27&cropY2=815
1702,James,Leininger,73,1.4 BUSD,Not Available,Healthcare  ==> medical products,United States,https://specials-images.forbesimg.com/imageserve/041a945d6f58b58c25ed00c227dde161/416x416.jpg?background=000000&cropX1=35&cropX2=718&cropY1=92&cropY2=775
1703,Li,Li,54,1.4 BUSD,Male,Automotive  ==> auto dealerships,China,https://specials-images.forbesimg.com/imageserve/041a945d6f58b58c25ed00c227dde161/416x416.jpg?background=000000&cropX1=35&cropX2=718&cropY1=92&cropY2=775
1704,Li,Li,50,1.4 BUSD,Male,Manufacturing  ==> lithium,China,https://specials-images.forbesimg.com/imageserve/041a945d6f58b58c25ed00c227dde161/416x416.jpg?background=000000&cropX1=35&cropX2=718&cropY1=92&cropY2=775
1705,Liu,Liu,64,1.4 BUSD,Not Available,Technology  ==> Manufacturing,Taiwan,https://specials-images.forbesimg.com/imageserve/594c19bb4bbe6f18d786e76c/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=69&cropY2=810
1706,Anatoly,Lomakin,65,1.4 BUSD,Not Available,Metals & Mining  ==> investments,Russia,https://specials-images.forbesimg.com/imageserve/591833ed1fba28af6faa0f802f51940a/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=50&cropY2=791
1707,Ma,Ma,50,1.4 BUSD,Male,Fashion & Retail  ==> fashion retail,China,https://specials-images.forbesimg.com/imageserve/591833ed1fba28af6faa0f802f51940a/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=50&cropY2=791
1708,Gary,Magness,64,1.4 BUSD,Male,"Media & Entertainment  ==> cable TV, investments",USA,https://specials-images.forbesimg.com/imageserve/5a908db831358e79a28a1ed8/416x416.jpg?background=000000&cropX1=480&cropX2=1667&cropY1=120&cropY2=1308
1709,Youssef,Mansour,73,1.4 BUSD,Male,Diversified  ==> diversified,Egypt,https://specials-images.forbesimg.com/imageserve/72835a43efc192956271eb1c1b055490/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=50&cropY2=794
1710,Strive,Masiyiwa,57,1.4 BUSD,Not Available,Telecom  ==> telecom,Zimbabwe,https://specials-images.forbesimg.com/imageserve/5a81377731358e4955ad31f4/416x416.jpg?background=000000&cropX1=1074&cropX2=3674&cropY1=63&cropY2=2661
1711,Dariusz,Milek,50,1.4 BUSD,Male,"Fashion & Retail  ==> real estate, retail",Poland,https://specials-images.forbesimg.com/imageserve/5a81377731358e4955ad31f4/416x416.jpg?background=000000&cropX1=1074&cropX2=3674&cropY1=63&cropY2=2661
1712,Nan,Nan,54,1.4 BUSD,Male,Manufacturing  ==> power equipment,China,https://specials-images.forbesimg.com/imageserve/56290bf2e4b0ffa7afe625bf/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=377&cropY2=1120
1713,Dinesh,Nandwana,55,1.4 BUSD,Male,Technology  ==> software services,India,https://specials-images.forbesimg.com/imageserve/5a7f1b6b31358e4955ad186c/416x416.jpg?background=000000&cropX1=7&cropX2=2978&cropY1=156&cropY2=3129
1714,Oei,Oei,70,1.4 BUSD,Not Available,Finance and Investments  ==> investments,Singapore,https://specials-images.forbesimg.com/imageserve/57a0c36b4bbe6f11ca506817/416x416.jpg?background=000000&cropX1=0&cropX2=686&cropY1=2&cropY2=688
1715,Rubens,Ometto silveira mello,68,1.4 BUSD,Not Available,"Energy  ==> sugar, ethanol",Brazil,https://specials-images.forbesimg.com/imageserve/5a7b99144bbe6f2652f4f1ec/416x416.jpg?background=000000&cropX1=2137&cropX2=5492&cropY1=24&cropY2=3377
1716,Ou,Ou,69,1.4 BUSD,Male,Real Estate  ==> real estate,China,https://specials-images.forbesimg.com/imageserve/5a7b99144bbe6f2652f4f1ec/416x416.jpg?background=000000&cropX1=2137&cropX2=5492&cropY1=24&cropY2=3377
1717,Markus,Persson,39,1.4 BUSD,Male,Media & Entertainment  ==> computer games,Sweden,https://specials-images.forbesimg.com/imageserve/5a8120c84bbe6f2652f545eb/416x416.jpg?background=000000&cropX1=3&cropX2=1344&cropY1=9&cropY2=1349
1718,Victor,Pinchuk,57,1.4 BUSD,Male,"Metals & Mining  ==> steel pipes, diversified",Ukraine,https://specials-images.forbesimg.com/imageserve/5a814f004bbe6f2652f54790/416x416.jpg?background=000000&cropX1=17&cropX2=2820&cropY1=120&cropY2=2926
1719,Alberto,Prada,0,1.4 BUSD,Not Available,Fashion & Retail  ==> luxury goods,Italy,https://specials-images.forbesimg.com/imageserve/5a814f004bbe6f2652f54790/416x416.jpg?background=000000&cropX1=17&cropX2=2820&cropY1=120&cropY2=2926
1720,Marina,Prada,0,1.4 BUSD,Female,Fashion & Retail  ==> luxury goods,Italy,https://specials-images.forbesimg.com/imageserve/5a7f97da31358e4955ad1e5c/416x416.jpg?background=000000&cropX1=131&cropX2=1695&cropY1=72&cropY2=1636
1721,Forrest,Preston,85,1.4 BUSD,Not Available,Healthcare  ==> health care,United States,https://specials-images.forbesimg.com/imageserve/580f60ee31358e2383160e88/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=100&cropY2=844
1722,Jerry,Reinsdorf,82,1.4 BUSD,Male,Sports  ==> sports teams,United States,https://specials-images.forbesimg.com/imageserve/5a908704a7ea434a0c2720b7/416x416.jpg?background=000000&cropX1=1183&cropX2=2387&cropY1=725&cropY2=1930
1723,Fernando,Roig,70,1.4 BUSD,Male,Fashion & Retail  ==> supermarkets,Spain,https://specials-images.forbesimg.com/imageserve/5a810d5b4bbe6f2652f54498/416x416.jpg?background=000000&cropX1=297&cropX2=1859&cropY1=173&cropY2=1734
1724,Subhash,Runwal,75,1.4 BUSD,Male,Real Estate  ==> real estate,India,https://specials-images.forbesimg.com/imageserve/b6a4b0d26940920c26d510c6ec17bbf6/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=108&cropY2=852
1725,Yoshiyuki,Sankai,59,1.4 BUSD,Male,Technology  ==> robotics,Japan,https://specials-images.forbesimg.com/imageserve/5ac25818a7ea432fbc1dc9bf/416x416.jpg?background=000000&cropX1=1291&cropX2=2908&cropY1=1051&cropY2=2667
1726,Kirill,Shamalov,35,1.4 BUSD,Male,Energy  ==> petrochemicals,Russia,https://specials-images.forbesimg.com/imageserve/5a80a9b54bbe6f2652f53e96/416x416.jpg?background=000000&cropX1=769&cropX2=3201&cropY1=0&cropY2=2432
1727,Shin,Shin,63,1.4 BUSD,Not Available,Fashion & Retail  ==> retail,South Korea,https://specials-images.forbesimg.com/imageserve/5b15b3cba7ea436b547f617f/416x416.jpg?background=000000&cropX1=265&cropX2=1438&cropY1=0&cropY2=1172
1728,Evgeny,Shvidler,54,1.4 BUSD,Male,"Energy  ==> oil & gas, investments",United States,https://specials-images.forbesimg.com/imageserve/56d0cda7e4b0c144a7f65cb5/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=48&cropY2=792
1729,Jasminder,Singh,67,1.4 BUSD,Male,Real Estate  ==> hotels,United Kingdom,https://specials-images.forbesimg.com/imageserve/8fb4b0d6a42a8185e60bd39594b5f2e6/416x416.jpg?background=000000&cropX1=143&cropX2=676&cropY1=8&cropY2=541
1730,Martua,Sitorus,58,1.4 BUSD,Male,Manufacturing  ==> palm oil,Indonesia,https://specials-images.forbesimg.com/imageserve/5834b29931358e698ada7d4b/416x416.jpg?background=000000&cropX1=50&cropX2=668&cropY1=53&cropY2=672
1731,Peter,Sperling,58,1.4 BUSD,Male,Service  ==> education,United States,https://specials-images.forbesimg.com/imageserve/91f3da758eeea38c95c76fe1260352d0/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=0&cropY2=744
1732,Jerzy,Starak,70,1.4 BUSD,Male,Healthcare  ==> pharmaceuticals,Poland,https://specials-images.forbesimg.com/imageserve/5a8715d131358e4955ada12a/416x416.jpg?background=000000&cropX1=125&cropX2=1118&cropY1=139&cropY2=1133
1733,Manny,Stul,69,1.4 BUSD,Male,Manufacturing  ==> toys,Australia,https://specials-images.forbesimg.com/imageserve/58af90e5a7ea431f321a124b/416x416.jpg?background=000000&cropX1=196&cropX2=486&cropY1=340&cropY2=630
